codePC,descPC,codeRC,descRC,typeObjet,niveau,commentaireObligatoire,Gravité
P81N,Propreté/vacuité avant la porte coupe-feu. Signaler d'éventuelles autres anomalies (OK si RAS),P81N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P81N,Propreté/vacuité avant la porte coupe-feu. Signaler d'éventuelles autres anomalies (OK si RAS),P81N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P81N,Propreté/vacuité avant la porte coupe-feu. Signaler d'éventuelles autres anomalies (OK si RAS),P81N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P82N,Porte tunnel coupe-feu. Contrôler la possibilité d'ouverture de la porte,P82N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P82N,Porte tunnel coupe-feu. Contrôler la possibilité d'ouverture de la porte,P82N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P82N,Porte tunnel coupe-feu. Contrôler la possibilité d'ouverture de la porte,P82N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P82N,Porte tunnel coupe-feu. Contrôler la possibilité d'ouverture de la porte,P82N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P83N,Porte tunnel coupe-feu. Analyser l'effort nécessaire à l'ouverture de la porte,P83N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P83N,Porte tunnel coupe-feu. Analyser l'effort nécessaire à l'ouverture de la porte,P83N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P83N,Porte tunnel coupe-feu. Analyser l'effort nécessaire à l'ouverture de la porte,P83N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P83N,Porte tunnel coupe-feu. Analyser l'effort nécessaire à l'ouverture de la porte,P83N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P84N,Porte tunnel coupe-feu. Vérifier la fermeture en autonomie de la porte coupe-feu,P84N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P84N,Porte tunnel coupe-feu. Vérifier la fermeture en autonomie de la porte coupe-feu,P84N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P84N,Porte tunnel coupe-feu. Vérifier la fermeture en autonomie de la porte coupe-feu,P84N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P84N,Porte tunnel coupe-feu. Vérifier la fermeture en autonomie de la porte coupe-feu,P84N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P85N,Porte tunnel coupe-feu. Mesurer le temps de fermeture en autonomie (doit être inférieur à 10 secondes),P85N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,True,Non concerné
P85N,Porte tunnel coupe-feu. Mesurer le temps de fermeture en autonomie (doit être inférieur à 10 secondes),P85N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P85N,Porte tunnel coupe-feu. Mesurer le temps de fermeture en autonomie (doit être inférieur à 10 secondes),P85N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,True,Non concerné
P85N,Porte tunnel coupe-feu. Mesurer le temps de fermeture en autonomie (doit être inférieur à 10 secondes),P85N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P49N,Porte tunnel coupe-feu. Contrôler l'étanchéité de la porte (joints),P49N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P49N,Porte tunnel coupe-feu. Contrôler l'étanchéité de la porte (joints),P49N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P49N,Porte tunnel coupe-feu. Contrôler l'étanchéité de la porte (joints),P49N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P49N,Porte tunnel coupe-feu. Contrôler l'étanchéité de la porte (joints),P49N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P50N,Porte tunnel coupe-feu. Contrôler l'état général de la porte coupe-feu (chocs…),P50N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P50N,Porte tunnel coupe-feu. Contrôler l'état général de la porte coupe-feu (chocs…),P50N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P50N,Porte tunnel coupe-feu. Contrôler l'état général de la porte coupe-feu (chocs…),P50N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P50N,Porte tunnel coupe-feu. Contrôler l'état général de la porte coupe-feu (chocs…),P50N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P51N,Porte tunnel coupe-feu. Signaler d'éventuelles autres anomalies (OK si RAS),P51N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P51N,Porte tunnel coupe-feu. Signaler d'éventuelles autres anomalies (OK si RAS),P51N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P51N,Porte tunnel coupe-feu. Signaler d'éventuelles autres anomalies (OK si RAS),P51N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P51N,Porte tunnel coupe-feu. Signaler d'éventuelles autres anomalies (OK si RAS),P51N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P52N,Surpression. Vérifier l'activation de la surpression à l'ouverture de la porte (bruit de soufflerie),P52N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P52N,Surpression. Vérifier l'activation de la surpression à l'ouverture de la porte (bruit de soufflerie),P52N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P52N,Surpression. Vérifier l'activation de la surpression à l'ouverture de la porte (bruit de soufflerie),P52N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P52N,Surpression. Vérifier l'activation de la surpression à l'ouverture de la porte (bruit de soufflerie),P52N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P86N,Surpression. Contrôler la seconde ouverture de la porte avec la surpression activée,P86N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P86N,Surpression. Contrôler la seconde ouverture de la porte avec la surpression activée,P86N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P86N,Surpression. Contrôler la seconde ouverture de la porte avec la surpression activée,P86N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P86N,Surpression. Contrôler la seconde ouverture de la porte avec la surpression activée,P86N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P54N,Surpression. Signaler d'éventuelles autres anomalies (OK si RAS),P54N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P54N,Surpression. Signaler d'éventuelles autres anomalies (OK si RAS),P54N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P54N,Surpression. Signaler d'éventuelles autres anomalies (OK si RAS),P54N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P54N,Surpression. Signaler d'éventuelles autres anomalies (OK si RAS),P54N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P55N,Propreté et vacuité dans le sas. Contrôler l'absence d'encombrement dans le sas,P55N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P55N,Propreté et vacuité dans le sas. Contrôler l'absence d'encombrement dans le sas,P55N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P55N,Propreté et vacuité dans le sas. Contrôler l'absence d'encombrement dans le sas,P55N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P55N,Propreté et vacuité dans le sas. Contrôler l'absence d'encombrement dans le sas,P55N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P56N,Propreté et vacuité dans le sas. Contrôler l'absence d'eau dans le sas,P56N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P56N,Propreté et vacuité dans le sas. Contrôler l'absence d'eau dans le sas,P56N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P56N,Propreté et vacuité dans le sas. Contrôler l'absence d'eau dans le sas,P56N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P56N,Propreté et vacuité dans le sas. Contrôler l'absence d'eau dans le sas,P56N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P57N,Propreté et vacuité dans le sas. Contrôler l'absence de salissures/graffitis ou déchets dans le sas,P57N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P57N,Propreté et vacuité dans le sas. Contrôler l'absence de salissures/graffitis ou déchets dans le sas,P57N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P57N,Propreté et vacuité dans le sas. Contrôler l'absence de salissures/graffitis ou déchets dans le sas,P57N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P57N,Propreté et vacuité dans le sas. Contrôler l'absence de salissures/graffitis ou déchets dans le sas,P57N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P58N,Propreté et vacuité dans le sas. Signaler d'éventuelles autres anomalies (OK si RAS),P58N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P58N,Propreté et vacuité dans le sas. Signaler d'éventuelles autres anomalies (OK si RAS),P58N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P58N,Propreté et vacuité dans le sas. Signaler d'éventuelles autres anomalies (OK si RAS),P58N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P58N,Propreté et vacuité dans le sas. Signaler d'éventuelles autres anomalies (OK si RAS),P58N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P59N,Eclairage de secours dans le sas. Contrôler la présence et la qualité de l'éclairage de secours,P59N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P59N,Eclairage de secours dans le sas. Contrôler la présence et la qualité de l'éclairage de secours,P59N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P59N,Eclairage de secours dans le sas. Contrôler la présence et la qualité de l'éclairage de secours,P59N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P59N,Eclairage de secours dans le sas. Contrôler la présence et la qualité de l'éclairage de secours,P59N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P87N,Eclairage normal dans le sas. Contrôler l'activation et qualité de l'éclairage normal,P87N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P87N,Eclairage normal dans le sas. Contrôler l'activation et qualité de l'éclairage normal,P87N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P87N,Eclairage normal dans le sas. Contrôler l'activation et qualité de l'éclairage normal,P87N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P87N,Eclairage normal dans le sas. Contrôler l'activation et qualité de l'éclairage normal,P87N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P61N,Porte(s) sas à l'intérieur de l'issue. Contrôler la possibilité d'ouverture de la porte,P61N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P61N,Porte(s) sas à l'intérieur de l'issue. Contrôler la possibilité d'ouverture de la porte,P61N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P61N,Porte(s) sas à l'intérieur de l'issue. Contrôler la possibilité d'ouverture de la porte,P61N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P61N,Porte(s) sas à l'intérieur de l'issue. Contrôler la possibilité d'ouverture de la porte,P61N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P62N,Porte(s) sas à l'intérieur de l'issue. Analyser l'effort nécessaire à l'ouverture de la porte,P62N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P62N,Porte(s) sas à l'intérieur de l'issue. Analyser l'effort nécessaire à l'ouverture de la porte,P62N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P62N,Porte(s) sas à l'intérieur de l'issue. Analyser l'effort nécessaire à l'ouverture de la porte,P62N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P62N,Porte(s) sas à l'intérieur de l'issue. Analyser l'effort nécessaire à l'ouverture de la porte,P62N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P63N,Porte(s) sas à l'intérieur de l'issue. Vérifier la fermeture en autonomie de la porte sas,P63N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P63N,Porte(s) sas à l'intérieur de l'issue. Vérifier la fermeture en autonomie de la porte sas,P63N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P63N,Porte(s) sas à l'intérieur de l'issue. Vérifier la fermeture en autonomie de la porte sas,P63N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P63N,Porte(s) sas à l'intérieur de l'issue. Vérifier la fermeture en autonomie de la porte sas,P63N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P64N,Porte(s) sas à l'intérieur de l'issue. Contrôler l'état général de la porte sas (chocs…),P64N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P64N,Porte(s) sas à l'intérieur de l'issue. Contrôler l'état général de la porte sas (chocs…),P64N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P64N,Porte(s) sas à l'intérieur de l'issue. Contrôler l'état général de la porte sas (chocs…),P64N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P64N,Porte(s) sas à l'intérieur de l'issue. Contrôler l'état général de la porte sas (chocs…),P64N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P88N,Porte(s) sas à l'intérieur de l'issue. Contrôle de l'étanchéité de la porte (joints),P88N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P88N,Porte(s) sas à l'intérieur de l'issue. Contrôle de l'étanchéité de la porte (joints),P88N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P88N,Porte(s) sas à l'intérieur de l'issue. Contrôle de l'étanchéité de la porte (joints),P88N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P88N,Porte(s) sas à l'intérieur de l'issue. Contrôle de l'étanchéité de la porte (joints),P88N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P66N,Porte(s) sas à l'intérieur de l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P66N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P66N,Porte(s) sas à l'intérieur de l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P66N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P66N,Porte(s) sas à l'intérieur de l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P66N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P66N,Porte(s) sas à l'intérieur de l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P66N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P67N,Propreté et vacuité dans l'issue. Contrôler l'absence d'obstacles gênant ou empêchant le passage,P67N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P67N,Propreté et vacuité dans l'issue. Contrôler l'absence d'obstacles gênant ou empêchant le passage,P67N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P67N,Propreté et vacuité dans l'issue. Contrôler l'absence d'obstacles gênant ou empêchant le passage,P67N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P67N,Propreté et vacuité dans l'issue. Contrôler l'absence d'obstacles gênant ou empêchant le passage,P67N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P68N,Propreté et vacuité dans l'issue. Contrôler l'absence d'eau dans l'issue,P68N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P68N,Propreté et vacuité dans l'issue. Contrôler l'absence d'eau dans l'issue,P68N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P68N,Propreté et vacuité dans l'issue. Contrôler l'absence d'eau dans l'issue,P68N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P68N,Propreté et vacuité dans l'issue. Contrôler l'absence d'eau dans l'issue,P68N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P69N,Propreté et vacuité dans l'issue. Contrôler l'absence de salissures/graffitis ou déchets dans l'issue,P69N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P69N,Propreté et vacuité dans l'issue. Contrôler l'absence de salissures/graffitis ou déchets dans l'issue,P69N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P69N,Propreté et vacuité dans l'issue. Contrôler l'absence de salissures/graffitis ou déchets dans l'issue,P69N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P69N,Propreté et vacuité dans l'issue. Contrôler l'absence de salissures/graffitis ou déchets dans l'issue,P69N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P70N,Propreté et vacuité dans l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P70N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P70N,Propreté et vacuité dans l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P70N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P70N,Propreté et vacuité dans l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P70N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P70N,Propreté et vacuité dans l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P70N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P71N,Eclairage de secours dans l'issue. Contrôler la présence et la qualité de l'éclairage de secours,P71N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P71N,Eclairage de secours dans l'issue. Contrôler la présence et la qualité de l'éclairage de secours,P71N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P71N,Eclairage de secours dans l'issue. Contrôler la présence et la qualité de l'éclairage de secours,P71N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P71N,Eclairage de secours dans l'issue. Contrôler la présence et la qualité de l'éclairage de secours,P71N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P89N,Eclairage normal dans l'issue. Contrôler : Activation et la qualité de l'éclairage normal,P89N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P89N,Eclairage normal dans l'issue. Contrôler : Activation et la qualité de l'éclairage normal,P89N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P89N,Eclairage normal dans l'issue. Contrôler : Activation et la qualité de l'éclairage normal,P89N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P89N,Eclairage normal dans l'issue. Contrôler : Activation et la qualité de l'éclairage normal,P89N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P73N,Caméra détection. Vérifier l'absence de dégradation visibles,P73N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P73N,Caméra détection. Vérifier l'absence de dégradation visibles,P73N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P73N,Caméra détection. Vérifier l'absence de dégradation visibles,P73N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P73N,Caméra détection. Vérifier l'absence de dégradation visibles,P73N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P74N,Détecteur de présence. Vérifier le passage du voyant du rouge au vert,P74N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P74N,Détecteur de présence. Vérifier le passage du voyant du rouge au vert,P74N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P74N,Détecteur de présence. Vérifier le passage du voyant du rouge au vert,P74N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P74N,Détecteur de présence. Vérifier le passage du voyant du rouge au vert,P74N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P90N,Téléphone de sécurité (TSE). Vérifier l'absence de dégradation visibles,P90N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P90N,Téléphone de sécurité (TSE). Vérifier l'absence de dégradation visibles,P90N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P90N,Téléphone de sécurité (TSE). Vérifier l'absence de dégradation visibles,P90N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P90N,Téléphone de sécurité (TSE). Vérifier l'absence de dégradation visibles,P90N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P76N,Armoire(s) PST. Vérifier l'absence de dégradation visibles,P76N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P76N,Armoire(s) PST. Vérifier l'absence de dégradation visibles,P76N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut majeur
P76N,Armoire(s) PST. Vérifier l'absence de dégradation visibles,P76N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P76N,Armoire(s) PST. Vérifier l'absence de dégradation visibles,P76N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut majeur
P77N,Bilan général de l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P77N-OK,Pas de défaut (OK),issue,Bimestrielle de nuit,False,Non concerné
P77N,Bilan général de l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P77N-NOK,Défaut constaté (NOK),issue,Bimestrielle de nuit,True,Défaut mineur
P77N,Bilan général de l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P77N-SO,Sans objet : local non équipé (SO),issue,Bimestrielle de nuit,False,Non concerné
P77N,Bilan général de l'issue. Signaler d'éventuelles autres anomalies (OK si RAS),P77N-NE,Contrôle non effectué (NE),issue,Bimestrielle de nuit,True,Défaut mineur
P91N,Accessibilité des équipements. Contrôler l'absence d'obstacles gênant ou empêchant le passage,P91N-OK,Pas de défaut (OK),niche,Bimestrielle de nuit,False,Non concerné
P91N,Accessibilité des équipements. Contrôler l'absence d'obstacles gênant ou empêchant le passage,P91N-NOK,Défaut constaté (NOK),niche,Bimestrielle de nuit,True,Défaut majeur
P91N,Accessibilité des équipements. Contrôler l'absence d'obstacles gênant ou empêchant le passage,P91N-SO,Sans objet : local non équipé (SO),niche,Bimestrielle de nuit,False,Non concerné
P91N,Accessibilité des équipements. Contrôler l'absence d'obstacles gênant ou empêchant le passage,P91N-NE,Contrôle non effectué (NE),niche,Bimestrielle de nuit,True,Défaut majeur
P92N,Extincteurs. Contrôler la présence de deux extincteurs,P92N-OK,Pas de défaut (OK),niche,Bimestrielle de nuit,False,Non concerné
P92N,Extincteurs. Contrôler la présence de deux extincteurs,P92N-NOK,Défaut constaté (NOK),niche,Bimestrielle de nuit,True,Défaut majeur
P92N,Extincteurs. Contrôler la présence de deux extincteurs,P92N-SO,Sans objet : local non équipé (SO),niche,Bimestrielle de nuit,False,Non concerné
P92N,Extincteurs. Contrôler la présence de deux extincteurs,P92N-NE,Contrôle non effectué (NE),niche,Bimestrielle de nuit,True,Défaut majeur
P93N,Poste d'appel d'ugence (PAU). Vérifier l'absence d'anomalies au contrôle visuel,P93N-OK,Pas de défaut (OK),niche,Bimestrielle de nuit,False,Non concerné
P93N,Poste d'appel d'ugence (PAU). Vérifier l'absence d'anomalies au contrôle visuel,P93N-NOK,Défaut constaté (NOK),niche,Bimestrielle de nuit,True,Défaut majeur
P93N,Poste d'appel d'ugence (PAU). Vérifier l'absence d'anomalies au contrôle visuel,P93N-SO,Sans objet : local non équipé (SO),niche,Bimestrielle de nuit,False,Non concerné
P93N,Poste d'appel d'ugence (PAU). Vérifier l'absence d'anomalies au contrôle visuel,P93N-NE,Contrôle non effectué (NE),niche,Bimestrielle de nuit,True,Défaut majeur
P94N,Poste d'appel d'ugence (PAU). Relever le numéro du PAU en commentaire,P94N-OK,Pas de défaut (OK),niche,Bimestrielle de nuit,True,Non concerné
P94N,Poste d'appel d'ugence (PAU). Relever le numéro du PAU en commentaire,P94N-NOK,Défaut constaté (NOK),niche,Bimestrielle de nuit,True,Non concerné
P94N,Poste d'appel d'ugence (PAU). Relever le numéro du PAU en commentaire,P94N-SO,Sans objet : local non équipé (SO),niche,Bimestrielle de nuit,False,Non concerné
P94N,Poste d'appel d'ugence (PAU). Relever le numéro du PAU en commentaire,P94N-NE,Contrôle non effectué (NE),niche,Bimestrielle de nuit,True,Non concerné
P95N,Éclairage niche. Vérifier l'éclairage suffisant de la niche,P95N-OK,Pas de défaut (OK),niche,Bimestrielle de nuit,False,Non concerné
P95N,Éclairage niche. Vérifier l'éclairage suffisant de la niche,P95N-NOK,Défaut constaté (NOK),niche,Bimestrielle de nuit,True,Défaut majeur
P95N,Éclairage niche. Vérifier l'éclairage suffisant de la niche,P95N-SO,Sans objet : local non équipé (SO),niche,Bimestrielle de nuit,False,Non concerné
P95N,Éclairage niche. Vérifier l'éclairage suffisant de la niche,P95N-NE,Contrôle non effectué (NE),niche,Bimestrielle de nuit,True,Défaut majeur
P96N,Poteaux/bornes d'incendie. Vérifier l'absence d'anomalies au contrôle visuel,P96N-OK,Pas de défaut (OK),niche,Bimestrielle de nuit,False,Non concerné
P96N,Poteaux/bornes d'incendie. Vérifier l'absence d'anomalies au contrôle visuel,P96N-NOK,Défaut constaté (NOK),niche,Bimestrielle de nuit,True,Défaut majeur
P96N,Poteaux/bornes d'incendie. Vérifier l'absence d'anomalies au contrôle visuel,P96N-SO,Sans objet : local non équipé (SO),niche,Bimestrielle de nuit,False,Non concerné
P96N,Poteaux/bornes d'incendie. Vérifier l'absence d'anomalies au contrôle visuel,P96N-NE,Contrôle non effectué (NE),niche,Bimestrielle de nuit,True,Défaut majeur
P97N,Bilan général de la niche. Signaler d'éventuelles autres anomalies (OK si RAS),P97N-OK,Pas de défaut (OK),niche,Bimestrielle de nuit,False,Non concerné
P97N,Bilan général de la niche. Signaler d'éventuelles autres anomalies (OK si RAS),P97N-NOK,Défaut constaté (NOK),niche,Bimestrielle de nuit,True,Défaut mineur
P97N,Bilan général de la niche. Signaler d'éventuelles autres anomalies (OK si RAS),P97N-SO,Sans objet : local non équipé (SO),niche,Bimestrielle de nuit,False,Non concerné
